va_fee_schedule	idx_vafs_locality	f	f	CREATE INDEX idx_vafs_locality ON public.va_fee_schedule USING btree (mac_carrier, locality_code)
va_fee_schedule	idx_vafs_type_year	f	f	CREATE INDEX idx_vafs_type_year ON public.va_fee_schedule USING btree (schedule_type, fee_schedule_year)
va_fee_schedule	va_fee_schedule_hcpcs_code_modifier_schedule_type_geographi_key	t	f	CREATE UNIQUE INDEX va_fee_schedule_hcpcs_code_modifier_schedule_type_geographi_key ON public.va_fee_schedule USING btree (hcpcs_code, modifier, schedule_type, geographic_scope, effective_date, fee_schedule_year)
va_fee_schedule	va_fee_schedule_pkey	t	t	CREATE UNIQUE INDEX va_fee_schedule_pkey ON public.va_fee_schedule USING btree (id)
va_location_rates	va_location_rates_hcpcs_code_location_name_carrier_locality_key	t	f	CREATE UNIQUE INDEX va_location_rates_hcpcs_code_location_name_carrier_locality_key ON public.va_location_rates USING btree (hcpcs_code, location_name, carrier, locality_code)
va_location_rates	va_location_rates_pkey	t	t	CREATE UNIQUE INDEX va_location_rates_pkey ON public.va_location_rates USING btree (id)
vob_verifications	idx_vob_patient_id	f	f	CREATE INDEX idx_vob_patient_id ON public.vob_verifications USING btree (patient_id)
vob_verifications	idx_vob_verifications_org	f	f	CREATE INDEX idx_vob_verifications_org ON public.vob_verifications USING btree (organization_id)
vob_verifications	vob_verifications_pkey	t	t	CREATE UNIQUE INDEX vob_verifications_pkey ON public.vob_verifications USING btree (id)
webhook_events	idx_webhook_events_event_id	f	f	CREATE INDEX idx_webhook_events_event_id ON public.webhook_events USING btree (event_id)
webhook_events	webhook_events_pkey	t	t	CREATE UNIQUE INDEX webhook_events_pkey ON public.webhook_events USING btree (event_id)
